Hub_City,Date,Max_Temp_C
Bangalore,2025-04-19,32.9
Bangalore,2025-04-20,34.4
Bangalore,2025-04-21,34.2
Bangalore,2025-04-22,34.6
Bangalore,2025-04-23,35.5
Bangalore,2025-04-24,36.2
Bangalore,2025-04-25,35.6
Bangalore,2025-04-26,34.3
Bangalore,2025-04-27,34.3
Bangalore,2025-04-28,33.4
Bangalore,2025-04-29,34.3
Bangalore,2025-04-30,34.7
Bangalore,2025-05-01,34.6
Bangalore,2025-05-02,33.7
Bangalore,2025-05-03,34.5
Bangalore,2025-05-04,33.7
Bangalore,2025-05-05,35.3
Bangalore,2025-05-06,34.0
Bangalore,2025-05-07,33.5
Bangalore,2025-05-08,32.8
Bangalore,2025-05-09,32.4
Bangalore,2025-05-10,31.6
Bangalore,2025-05-11,32.1
Bangalore,2025-05-12,31.2
Bangalore,2025-05-13,33.5
Bangalore,2025-05-14,32.4
Bangalore,2025-05-15,33.1
Bangalore,2025-05-16,30.9
Bangalore,2025-05-17,29.4
Bangalore,2025-05-18,29.1
Bangalore,2025-05-19,28.3
Bangalore,2025-05-20,27.4
Bangalore,2025-05-21,26.5
Bangalore,2025-05-22,28.6
Bangalore,2025-05-23,28.1
Bangalore,2025-05-24,25.5
Bangalore,2025-05-25,26.9
Bangalore,2025-05-26,25.5
Bangalore,2025-05-27,26.3
Bangalore,2025-05-28,26.4
Bangalore,2025-05-29,26.0
Bangalore,2025-05-30,24.2
Bangalore,2025-05-31,29.5
Bangalore,2025-06-01,29.6
Bangalore,2025-06-02,28.9
Bangalore,2025-06-03,28.8
Bangalore,2025-06-04,29.3
Bangalore,2025-06-05,30.2
Bangalore,2025-06-06,31.6
Bangalore,2025-06-07,30.9
Bangalore,2025-06-08,31.8
Bangalore,2025-06-09,28.8
Bangalore,2025-06-10,29.8
Bangalore,2025-06-11,27.8
Bangalore,2025-06-12,27.6
Bangalore,2025-06-13,26.2
Bangalore,2025-06-14,27.0
Bangalore,2025-06-15,24.3
Bangalore,2025-06-16,25.9
Bangalore,2025-06-17,26.2
Bangalore,2025-06-18,27.7
Bangalore,2025-06-19,28.7
Bangalore,2025-06-20,28.7
Bangalore,2025-06-21,28.2
Bangalore,2025-06-22,29.0
Bangalore,2025-06-23,26.9
Bangalore,2025-06-24,27.0
Bangalore,2025-06-25,27.4
Bangalore,2025-06-26,28.0
Bangalore,2025-06-27,27.9
Bangalore,2025-06-28,29.4
Bangalore,2025-06-29,29.3
Bangalore,2025-06-30,29.4
