Shipment_ID,Product,Origin,Destination,Carrier,Spoiled_Flag,Departure_Time,Arrival_Time
SHP-32550,Insulin Glargine,Chennai,Mumbai,DHL,0,2025-07-24 00:00:00,2025-07-26 06:00:00
SHP-70399,Humira (Adalimumab),Mumbai,Bangalore,DHL,0,13/02/2025 00:00,2025-02-14 05:00:00
SHP-29546,Insulin Glargine,Chennai,Hyderabad,Shadowfax,0,2025-12-25 00:00:00,2025-12-26 02:00:00
SHP-25679,Amoxicillin,Delhi,Chennai ,BlueDart,0,2025-08-16 00:00:00,2025-08-16 22:00:00
SHP-46442,Humira (Adalimumab),Bangalore,chennai,DHL,0,2025-05-29 00:00:00,2025-05-31 05:00:00
SHP-16436,Insulin Glargine,Chennai,Bangalore,DHL,0,2025-06-27 00:00:00,2025-06-28 20:00:00
SHP-11860,Amoxicillin,Mumbai,Bangalore ,,0,2025-12-10 00:00:00,2025-12-11 07:00:00
SHP-12180,Insulin Glargine,Mumbai,Delhi,Delhivery,0,2025-05-15 00:00:00,2025-05-16 10:00:00
SHP-42441,Insulin Glargine,Delhi,Bangalore,Shadowfax,0,22/02/2025 00:00,2025-02-23 19:00:00
SHP-96440,COVID-19 mRNA Vaccine,Mumbai,Chennai ,FedEx,0,2025-04-28 00:00:00,2025-04-29 14:00:00
SHP-91617,COVID-19 mRNA Vaccine,Hyderabad,Mumbai,FedEx,0,2025-02-10 00:00:00,2025-02-12 17:00:00
SHP-84855,Amoxicillin,Bangalore,Hyderabad,DHL,0,2025-09-25 00:00:00,2025-09-27 21:00:00
SHP-21505,COVID-19 mRNA Vaccine,Chennai,Delhi,,0,13/02/2025 00:00,2025-02-14 03:00:00
SHP-41113,Amoxicillin,Bangalore,Mumbai,Shadowfax,0,2025-03-13 00:00:00,2025-03-14 19:00:00
SHP-29363,COVID-19 mRNA Vaccine,Delhi,Hyderabad,Shadowfax,0,2025-02-28 00:00:00,2025-03-02 14:00:00
SHP-98049,Insulin Glargine,Chennai,Hyderabad,BlueDart,0,2025-02-11 00:00:00,2025-02-13 01:00:00
SHP-48401,Amoxicillin,Chennai,Hyderabad,FedEx,0,2025-09-28 00:00:00,2025-09-29 09:00:00
SHP-91440,Amoxicillin,Hyderabad,Mumbai,Shadowfax,0,2025-09-26 00:00:00,2025-09-26 19:00:00
SHP-63698,Insulin Glargine,Delhi,Delhi,Delhivery,0,2025-05-01 00:00:00,2025-05-03 12:00:00
SHP-41284,Amoxicillin,Mumbai,Delhi,,0,29/06/2025 00:00,2025-06-29 18:00:00
SHP-84311,Amoxicillin,Hyderabad,Hyderabad,Shadowfax,0,2025-06-22 00:00:00,2025-06-24 15:00:00
SHP-80231,COVID-19 mRNA Vaccine,Hyderabad,Mumbai,DHL,0,2025-05-09 00:00:00,2025-05-11 07:00:00
SHP-26776,Amoxicillin,Bangalore,Hyderabad ,Shadowfax,0,11/07/2025 00:00,2025-07-12 00:00:00
SHP-92791,Humira (Adalimumab),Bangalore,bangalore,DHL,0,2025-01-22 00:00:00,2025-01-24 09:00:00
SHP-77608,Insulin Glargine,Bangalore,delhi,DHL,0,2025-08-21 00:00:00,2025-08-22 17:00:00
SHP-85137,COVID-19 mRNA Vaccine,Hyderabad,Chennai,,0,2025-01-07 00:00:00,2025-01-08 07:00:00
SHP-36054,COVID-19 mRNA Vaccine,Mumbai,Hyderabad ,,0,2025-06-03 00:00:00,2025-06-04 10:00:00
SHP-68743,Humira (Adalimumab),Chennai,Bangalore,Shadowfax,0,2025-10-15 00:00:00,2025-10-16 09:00:00
SHP-56535,Insulin Glargine,Bangalore,Delhi,Shadowfax,0,2025-05-01 00:00:00,2025-05-02 05:00:00
SHP-52821,Insulin Glargine,Mumbai,Mumbai,Delhivery,0,2025-09-02 00:00:00,2025-09-03 13:00:00
SHP-54455,COVID-19 mRNA Vaccine,Delhi,Delhi,BlueDart,0,2025-05-28 00:00:00,2025-05-30 03:00:00
SHP-88548,Amoxicillin,Bangalore,Mumbai,BlueDart,0,12/01/2025 00:00,2025-01-12 18:00:00
SHP-94589,COVID-19 mRNA Vaccine,Chennai,Mumbai,Shadowfax,0,2025-03-20 00:00:00,2025-03-20 13:00:00
SHP-81970,Insulin Glargine,Delhi,Hyderabad ,FedEx,0,2025-09-26 00:00:00,2025-09-27 11:00:00
SHP-12852,Humira (Adalimumab),Delhi,Hyderabad,Delhivery,0,20/04/2025 00:00,2025-04-21 14:00:00
SHP-53397,COVID-19 mRNA Vaccine,Chennai,Delhi,BlueDart,0,2025-09-08 00:00:00,2025-09-08 14:00:00
SHP-25857,Insulin Glargine,Bangalore,Bangalore ,Shadowfax,0,20/08/2025 00:00,2025-08-22 03:00:00
SHP-36208,COVID-19 mRNA Vaccine,Hyderabad,Delhi,FedEx,0,2025-10-03 00:00:00,2025-10-03 15:00:00
SHP-76880,Amoxicillin,Chennai,Chennai,FedEx,0,2025-06-20 00:00:00,2025-06-21 20:00:00
SHP-42249,COVID-19 mRNA Vaccine,Chennai,Mumbai,FedEx,0,2025-09-06 00:00:00,2025-09-06 22:00:00
SHP-87670,COVID-19 mRNA Vaccine,Chennai,Mumbai,DHL,1,05/11/2025 00:00,2025-11-07 06:00:00
SHP-89774,Insulin Glargine,Delhi,Hyderabad,FedEx,0,2025-02-08 00:00:00,2025-02-09 10:00:00
SHP-45941,Insulin Glargine,Mumbai,Bangalore,Shadowfax,0,2025-09-26 00:00:00,2025-09-28 11:00:00
SHP-29812,Insulin Glargine,Hyderabad,Hyderabad,Delhivery,0,2025-07-28 00:00:00,2025-07-30 12:00:00
SHP-59916,COVID-19 mRNA Vaccine,Bangalore,Chennai,Shadowfax,0,2025-01-31 00:00:00,2025-02-02 19:00:00
SHP-65495,Amoxicillin,Bangalore,Delhi,FedEx,0,2025-10-30 00:00:00,2025-11-01 07:00:00
SHP-42737,Humira (Adalimumab),Mumbai,Delhi,Delhivery,0,2025-11-01 00:00:00,2025-11-03 07:00:00
SHP-20865,Humira (Adalimumab),Chennai,Bangalore ,BlueDart,0,2025-01-02 00:00:00,2025-01-04 03:00:00
SHP-26131,Insulin Glargine,Hyderabad,Hyderabad,BlueDart,0,2025-04-08 00:00:00,2025-04-09 16:00:00
SHP-79763,Insulin Glargine,Bangalore,Hyderabad ,Shadowfax,0,2025-02-26 00:00:00,2025-02-28 10:00:00
SHP-73001,COVID-19 mRNA Vaccine,Bangalore,Chennai,Delhivery,0,2025-09-01 00:00:00,2025-09-01 12:00:00
SHP-19884,Humira (Adalimumab),Chennai,Delhi ,Shadowfax,0,2025-03-07 00:00:00,2025-03-07 15:00:00
SHP-75643,Insulin Glargine,Mumbai,Hyderabad,Delhivery,0,2025-07-17 00:00:00,2025-07-19 16:00:00
SHP-89072,Amoxicillin,Hyderabad,Bangalore,Delhivery,0,25/09/2025 00:00,2025-09-27 19:00:00
SHP-53541,Amoxicillin,Mumbai,Delhi ,Shadowfax,0,2025-10-31 00:00:00,2025-11-02 00:00:00
SHP-13990,Insulin Glargine,Mumbai,Chennai,Delhivery,0,2025-12-21 00:00:00,2025-12-23 01:00:00
SHP-73067,Insulin Glargine,Hyderabad,Bangalore ,FedEx,0,29/11/2025 00:00,2025-11-30 07:00:00
SHP-74532,Humira (Adalimumab),Hyderabad,Mumbai,Delhivery,0,2025-12-01 00:00:00,2025-12-03 14:00:00
SHP-15183,Humira (Adalimumab),Bangalore,Chennai ,Delhivery,0,2025-09-01 00:00:00,2025-09-02 22:00:00
SHP-26197,COVID-19 mRNA Vaccine,Bangalore,bangalore,,0,2025-06-29 00:00:00,2025-06-30 14:00:00
SHP-73388,Humira (Adalimumab),Hyderabad,Hyderabad ,BlueDart,0,19/12/2025 00:00,2025-12-21 17:00:00
SHP-65122,Amoxicillin,Delhi,Mumbai,DHL,1,28/09/2025 00:00,2025-09-29 11:00:00
SHP-43695,Amoxicillin,Bangalore,Chennai,Delhivery,0,2025-02-27 00:00:00,2025-03-01 02:00:00
SHP-81164,Insulin Glargine,Delhi,Hyderabad ,DHL,0,2025-04-04 00:00:00,2025-04-05 11:00:00
SHP-86418,Humira (Adalimumab),Hyderabad,Mumbai ,Delhivery,0,2025-08-12 00:00:00,2025-08-13 23:00:00
SHP-89885,COVID-19 mRNA Vaccine,Bangalore,delhi ,Shadowfax,0,2025-10-04 00:00:00,2025-10-06 21:00:00
SHP-40140,Amoxicillin,Mumbai,Hyderabad,Shadowfax,0,08/11/2025 00:00,2025-11-10 23:00:00
SHP-78109,Amoxicillin,Hyderabad,Bangalore,Delhivery,0,2025-11-12 00:00:00,2025-11-12 16:00:00
SHP-43334,COVID-19 mRNA Vaccine,Chennai,Chennai,Shadowfax,0,2025-02-21 00:00:00,2025-02-22 12:00:00
SHP-38254,COVID-19 mRNA Vaccine,Delhi,Mumbai,Shadowfax,0,2025-09-23 00:00:00,2025-09-23 22:00:00
SHP-33573,Amoxicillin,Hyderabad,Hyderabad ,Delhivery,0,2025-03-31 00:00:00,2025-04-02 07:00:00
SHP-58777,Amoxicillin,Hyderabad,Delhi,BlueDart,0,2025-07-26 00:00:00,2025-07-26 12:00:00
SHP-50474,COVID-19 mRNA Vaccine,Bangalore,Chennai,Delhivery,0,2025-02-06 00:00:00,2025-02-08 23:00:00
SHP-49141,Amoxicillin,Bangalore,Chennai ,BlueDart,0,2025-09-02 00:00:00,2025-09-04 21:00:00
SHP-44279,Insulin Glargine,Bangalore,Hyderabad,Shadowfax,0,2025-07-30 00:00:00,2025-07-30 15:00:00
SHP-50787,Insulin Glargine,Chennai,Delhi,BlueDart,0,2025-10-10 00:00:00,2025-10-12 00:00:00
SHP-41206,COVID-19 mRNA Vaccine,Bangalore,Mumbai,Shadowfax,0,2025-10-23 00:00:00,2025-10-23 12:00:00
SHP-48652,Humira (Adalimumab),Hyderabad,Hyderabad,BlueDart,0,19/10/2025 00:00,2025-10-21 05:00:00
SHP-62784,COVID-19 mRNA Vaccine,Bangalore,Mumbai,BlueDart,0,2025-10-30 00:00:00,2025-11-01 03:00:00
SHP-85311,COVID-19 mRNA Vaccine,Mumbai,Chennai ,Delhivery,0,2025-06-21 00:00:00,2025-06-23 07:00:00
SHP-77745,Humira (Adalimumab),Bangalore,mumbai,BlueDart,0,2025-11-30 00:00:00,2025-12-01 13:00:00
SHP-59442,Humira (Adalimumab),Chennai,Delhi ,Shadowfax,0,12/06/2025 00:00,2025-06-13 06:00:00
SHP-23818,Humira (Adalimumab),Mumbai,bangalore,Delhivery,0,2025-10-15 00:00:00,2025-10-17 15:00:00
SHP-27994,Insulin Glargine,Hyderabad,Delhi,BlueDart,0,2025-01-27 00:00:00,2025-01-29 11:00:00
SHP-61195,Amoxicillin,Hyderabad,Mumbai ,Delhivery,0,29/07/2025 00:00,2025-07-31 02:00:00
SHP-55890,Insulin Glargine,Delhi,hyderabad ,DHL,0,2025-11-27 00:00:00,2025-11-27 16:00:00
SHP-15022,Amoxicillin,Mumbai,Chennai,Delhivery,0,2025-02-13 00:00:00,2025-02-13 13:00:00
SHP-97657,Insulin Glargine,Delhi,Bangalore,DHL,1,11/04/2025 00:00,2025-04-12 06:00:00
SHP-61912,Amoxicillin,Mumbai,Hyderabad,DHL,0,2025-08-30 00:00:00,2025-08-31 13:00:00
SHP-10284,Insulin Glargine,Mumbai,Hyderabad ,Delhivery,0,19/07/2025 00:00,2025-07-20 11:00:00
SHP-23155,Humira (Adalimumab),Chennai,Delhi,Shadowfax,0,2025-10-10 00:00:00,2025-10-12 05:00:00
SHP-37370,COVID-19 mRNA Vaccine,Delhi,Mumbai,Shadowfax,0,2025-05-11 00:00:00,2025-05-11 22:00:00
SHP-15853,Insulin Glargine,Chennai,delhi,Shadowfax,0,2025-06-15 00:00:00,2025-06-17 21:00:00
SHP-79443,Amoxicillin,Mumbai,Mumbai,FedEx,0,2025-09-11 00:00:00,2025-09-12 20:00:00
SHP-44975,Humira (Adalimumab),Hyderabad,delhi ,DHL,0,2025-02-01 00:00:00,2025-02-03 22:00:00
SHP-75027,Insulin Glargine,Mumbai,Hyderabad,Delhivery,0,2025-10-09 00:00:00,2025-10-11 09:00:00
SHP-49497,Insulin Glargine,Chennai,Chennai,Shadowfax,0,2025-02-03 00:00:00,2025-02-05 02:00:00
SHP-80807,Humira (Adalimumab),Delhi,Mumbai,Shadowfax,0,2025-09-21 00:00:00,2025-09-21 12:00:00
SHP-38616,Insulin Glargine,Delhi,Bangalore,Delhivery,0,2025-08-27 00:00:00,2025-08-27 15:00:00
SHP-28218,COVID-19 mRNA Vaccine,Chennai,bangalore,DHL,0,2025-10-04 00:00:00,2025-10-06 11:00:00
SHP-71226,Insulin Glargine,Delhi,Hyderabad,Delhivery,0,2025-02-05 00:00:00,2025-02-06 01:00:00
SHP-32332,COVID-19 mRNA Vaccine,Bangalore,Delhi ,FedEx,0,2025-01-17 00:00:00,2025-01-18 18:00:00
SHP-66432,COVID-19 mRNA Vaccine,Hyderabad,Delhi ,FedEx,0,2025-11-16 00:00:00,2025-11-16 23:00:00
SHP-58046,Humira (Adalimumab),Hyderabad,Hyderabad,Delhivery,0,2025-06-15 00:00:00,2025-06-16 01:00:00
SHP-58693,Insulin Glargine,Hyderabad,Bangalore,DHL,0,2025-02-12 00:00:00,2025-02-13 03:00:00
SHP-26007,Humira (Adalimumab),Delhi,Bangalore,Shadowfax,0,22/09/2025 00:00,2025-09-22 18:00:00
SHP-15208,Insulin Glargine,Delhi,Delhi,FedEx,0,2025-07-28 00:00:00,2025-07-30 15:00:00
SHP-64144,Insulin Glargine,Mumbai,mumbai,FedEx,0,2025-09-25 00:00:00,2025-09-27 06:00:00
SHP-65219,Amoxicillin,Mumbai,Chennai,DHL,0,2025-03-08 00:00:00,2025-03-10 05:00:00
SHP-70619,Insulin Glargine,Hyderabad,Mumbai,FedEx,1,2025-10-03 00:00:00,2025-10-04 21:00:00
SHP-60783,Humira (Adalimumab),Bangalore,Bangalore,FedEx,0,2025-05-31 00:00:00,2025-06-02 05:00:00
SHP-71695,COVID-19 mRNA Vaccine,Mumbai,mumbai,,0,2025-01-19 00:00:00,2025-01-21 03:00:00
SHP-10637,Insulin Glargine,Mumbai,Chennai ,Delhivery,0,2025-10-10 00:00:00,2025-10-11 21:00:00
SHP-78986,Amoxicillin,Delhi,mumbai,Shadowfax,0,2025-05-20 00:00:00,2025-05-20 14:00:00
SHP-67652,Humira (Adalimumab),Bangalore,Mumbai,Shadowfax,0,2025-01-11 00:00:00,2025-01-13 10:00:00
SHP-48711,Insulin Glargine,Hyderabad,Mumbai,,0,02/07/2025 00:00,2025-07-04 00:00:00
SHP-50884,Humira (Adalimumab),Mumbai,Mumbai,Shadowfax,0,2025-03-20 00:00:00,2025-03-22 18:00:00
SHP-12455,Amoxicillin,Bangalore,Hyderabad,Delhivery,0,2025-08-01 00:00:00,2025-08-03 00:00:00
SHP-45388,Amoxicillin,Bangalore,Bangalore,FedEx,0,2025-11-18 00:00:00,2025-11-19 06:00:00
SHP-41932,Humira (Adalimumab),Hyderabad,chennai,Shadowfax,0,2025-09-17 00:00:00,2025-09-18 07:00:00
SHP-20691,Insulin Glargine,Bangalore,Bangalore,BlueDart,0,2025-05-30 00:00:00,2025-06-01 23:00:00
SHP-28841,COVID-19 mRNA Vaccine,Bangalore,Hyderabad,BlueDart,0,2025-12-19 00:00:00,2025-12-20 15:00:00
SHP-83403,Amoxicillin,Bangalore,Hyderabad,BlueDart,0,2025-11-26 00:00:00,2025-11-26 23:00:00
SHP-74088,Insulin Glargine,Mumbai,Hyderabad,BlueDart,0,12/11/2025 00:00,2025-11-14 00:00:00
SHP-31866,Insulin Glargine,Hyderabad,Hyderabad,BlueDart,0,2025-10-18 00:00:00,2025-10-19 00:00:00
SHP-37997,COVID-19 mRNA Vaccine,Bangalore,Mumbai ,FedEx,0,2025-12-01 00:00:00,2025-12-03 05:00:00
SHP-20449,Amoxicillin,Bangalore,Bangalore,DHL,0,2025-10-11 00:00:00,2025-10-13 22:00:00
SHP-82500,Amoxicillin,Mumbai,Delhi,DHL,0,2025-08-24 00:00:00,2025-08-25 11:00:00
SHP-55390,Insulin Glargine,Hyderabad,Chennai ,FedEx,0,2025-08-21 00:00:00,2025-08-23 17:00:00
SHP-79749,Insulin Glargine,Delhi,Hyderabad ,FedEx,0,2025-01-23 00:00:00,2025-01-24 11:00:00
SHP-52180,COVID-19 mRNA Vaccine,Mumbai,Bangalore,Delhivery,1,2026-01-01 00:00:00,2026-01-03 01:00:00
SHP-92656,COVID-19 mRNA Vaccine,Hyderabad,Hyderabad,DHL,0,2025-11-29 00:00:00,2025-11-29 21:00:00
SHP-52420,Amoxicillin,Bangalore,Hyderabad,BlueDart,0,30/10/2025 00:00,2025-10-31 03:00:00
SHP-73139,Humira (Adalimumab),Hyderabad,Hyderabad,FedEx,0,24/09/2025 00:00,2025-09-24 15:00:00
SHP-88987,Amoxicillin,Hyderabad,Hyderabad,BlueDart,0,11/02/2025 00:00,2025-02-13 17:00:00
SHP-53656,Insulin Glargine,Hyderabad,Hyderabad ,DHL,0,2025-09-23 00:00:00,2025-09-23 23:00:00
SHP-56862,Amoxicillin,Delhi,Chennai,Shadowfax,0,2025-05-19 00:00:00,2025-05-22 00:00:00
SHP-75646,Humira (Adalimumab),Hyderabad,Bangalore,Shadowfax,0,2025-09-16 00:00:00,2025-09-17 13:00:00
SHP-97676,COVID-19 mRNA Vaccine,Delhi,hyderabad,FedEx,0,2025-04-15 00:00:00,2025-04-17 23:00:00
SHP-52833,Humira (Adalimumab),Bangalore,Hyderabad,Delhivery,0,15/03/2025 00:00,2025-03-16 12:00:00
SHP-54991,Humira (Adalimumab),Delhi,Hyderabad,BlueDart,0,2025-09-02 00:00:00,2025-09-03 05:00:00
SHP-48144,Humira (Adalimumab),Bangalore,Hyderabad,FedEx,0,2025-06-16 00:00:00,2025-06-18 22:00:00
SHP-54207,COVID-19 mRNA Vaccine,Bangalore,Mumbai,Delhivery,0,2025-01-15 00:00:00,2025-01-16 11:00:00
SHP-40966,Humira (Adalimumab),Delhi,Mumbai,BlueDart,0,24/01/2025 00:00,2025-01-25 04:00:00
SHP-22249,Humira (Adalimumab),Mumbai,Delhi,DHL,0,2025-08-14 00:00:00,2025-08-14 14:00:00
SHP-75911,Humira (Adalimumab),Chennai,Hyderabad,Shadowfax,0,2025-12-26 00:00:00,2025-12-28 17:00:00
SHP-14444,Insulin Glargine,Hyderabad,Delhi ,Delhivery,0,2025-08-25 00:00:00,2025-08-26 19:00:00
SHP-15803,Humira (Adalimumab),Chennai,Chennai,BlueDart,0,2025-11-25 00:00:00,2025-11-27 11:00:00
SHP-48653,COVID-19 mRNA Vaccine,Hyderabad,Delhi,FedEx,0,2025-02-11 00:00:00,2025-02-12 09:00:00
SHP-46334,Humira (Adalimumab),Hyderabad,Bangalore ,BlueDart,0,2025-03-24 00:00:00,2025-03-26 12:00:00
SHP-61301,Humira (Adalimumab),Bangalore,Mumbai,FedEx,0,2025-03-01 00:00:00,2025-03-02 15:00:00
SHP-68645,COVID-19 mRNA Vaccine,Hyderabad,Mumbai,Shadowfax,0,2025-10-25 00:00:00,2025-10-27 00:00:00
SHP-25153,Humira (Adalimumab),Hyderabad,Hyderabad,Shadowfax,0,27/09/2025 00:00,2025-09-28 02:00:00
SHP-96292,COVID-19 mRNA Vaccine,Delhi,Hyderabad,BlueDart,0,2025-07-23 00:00:00,2025-07-24 10:00:00
SHP-91354,Humira (Adalimumab),Chennai,Chennai ,BlueDart,0,2025-06-07 00:00:00,2025-06-09 03:00:00
SHP-28559,COVID-19 mRNA Vaccine,Delhi,Chennai,FedEx,0,2025-07-05 00:00:00,2025-07-05 23:00:00
SHP-96321,Humira (Adalimumab),Hyderabad,Bangalore,FedEx,0,01/04/2025 00:00,2025-04-02 21:00:00
SHP-36143,Humira (Adalimumab),Bangalore,Hyderabad,Delhivery,0,2025-09-15 00:00:00,2025-09-18 00:00:00
SHP-88438,Insulin Glargine,Delhi,Hyderabad,Delhivery,0,17/09/2025 00:00,2025-09-18 13:00:00
SHP-22422,Insulin Glargine,Delhi,Chennai,Delhivery,0,2025-01-25 00:00:00,2025-01-26 13:00:00
SHP-75885,Humira (Adalimumab),Mumbai,Chennai,BlueDart,0,2025-04-25 00:00:00,2025-04-25 20:00:00
SHP-85541,Humira (Adalimumab),Hyderabad,Chennai,Delhivery,0,2025-10-10 00:00:00,2025-10-13 00:00:00
SHP-13601,Amoxicillin,Bangalore,Mumbai,BlueDart,0,2025-05-31 00:00:00,2025-06-02 05:00:00
SHP-72050,COVID-19 mRNA Vaccine,Delhi,Delhi,Shadowfax,0,2025-04-18 00:00:00,2025-04-21 00:00:00
SHP-28550,Amoxicillin,Delhi,delhi,DHL,0,2025-04-18 00:00:00,2025-04-20 09:00:00
SHP-59461,Insulin Glargine,Bangalore,Hyderabad,Shadowfax,0,2025-09-19 00:00:00,2025-09-21 05:00:00
SHP-53282,Insulin Glargine,Hyderabad,Mumbai,BlueDart,0,2025-08-29 00:00:00,2025-08-30 21:00:00
SHP-10334,Insulin Glargine,Mumbai,Chennai,,0,2025-10-30 00:00:00,2025-10-31 13:00:00
SHP-53414,Insulin Glargine,Delhi,Hyderabad,DHL,0,2025-04-26 00:00:00,2025-04-28 13:00:00
SHP-74702,Humira (Adalimumab),Mumbai,Mumbai,FedEx,0,27/04/2025 00:00,2025-04-29 00:00:00
SHP-52475,Insulin Glargine,Chennai,Bangalore,FedEx,0,2025-06-22 00:00:00,2025-06-22 22:00:00
SHP-94100,Humira (Adalimumab),Hyderabad,Mumbai,FedEx,0,2025-05-31 00:00:00,2025-06-02 08:00:00
SHP-93509,Humira (Adalimumab),Chennai,Hyderabad,Delhivery,0,03/06/2025 00:00,2025-06-05 06:00:00
SHP-88084,Insulin Glargine,Chennai,Delhi,FedEx,0,2025-03-08 00:00:00,2025-03-08 19:00:00
SHP-19060,Insulin Glargine,Chennai,Chennai,Delhivery,0,2025-10-25 00:00:00,2025-10-26 09:00:00
SHP-80708,COVID-19 mRNA Vaccine,Hyderabad,Bangalore,Delhivery,0,2025-01-26 00:00:00,2025-01-26 22:00:00
SHP-89779,Amoxicillin,Hyderabad,Mumbai,FedEx,0,2025-03-09 00:00:00,2025-03-10 23:00:00
SHP-39642,Insulin Glargine,Bangalore,Hyderabad,FedEx,0,2025-08-15 00:00:00,2025-08-16 04:00:00
SHP-54286,COVID-19 mRNA Vaccine,Mumbai,Hyderabad,DHL,0,2025-01-27 00:00:00,2025-01-27 20:00:00
SHP-45075,COVID-19 mRNA Vaccine,Mumbai,Chennai,DHL,0,10/12/2025 00:00,2025-12-11 22:00:00
SHP-35622,Amoxicillin,Bangalore,Hyderabad ,Delhivery,0,28/03/2025 00:00,2025-03-30 14:00:00
SHP-71779,Humira (Adalimumab),Bangalore,Hyderabad,DHL,0,2025-03-04 00:00:00,2025-03-06 05:00:00
SHP-57462,Insulin Glargine,Chennai,Chennai ,Delhivery,0,2025-10-19 00:00:00,2025-10-20 01:00:00
SHP-18953,Amoxicillin,Bangalore,Bangalore ,BlueDart,0,2025-04-10 00:00:00,2025-04-11 12:00:00
SHP-89169,Insulin Glargine,Delhi,Delhi ,Delhivery,0,2025-06-29 00:00:00,2025-06-29 18:00:00
SHP-49605,COVID-19 mRNA Vaccine,Mumbai,Delhi,Delhivery,0,2025-01-22 00:00:00,2025-01-23 23:00:00
SHP-76814,COVID-19 mRNA Vaccine,Bangalore,Mumbai ,DHL,0,02/12/2025 00:00,2025-12-04 06:00:00
SHP-29007,Humira (Adalimumab),Delhi,Bangalore,BlueDart,0,07/08/2025 00:00,2025-08-09 10:00:00
SHP-89996,COVID-19 mRNA Vaccine,Delhi,Mumbai,Shadowfax,0,03/01/2025 00:00,2025-01-04 02:00:00
SHP-20292,COVID-19 mRNA Vaccine,Delhi,Delhi,Shadowfax,1,2025-05-18 00:00:00,2025-05-19 18:00:00
SHP-20135,Amoxicillin,Delhi,Chennai ,Shadowfax,0,2025-11-08 00:00:00,2025-11-10 14:00:00
SHP-83095,Insulin Glargine,Chennai,Hyderabad ,BlueDart,0,2025-06-20 00:00:00,2025-06-22 06:00:00
SHP-52496,Insulin Glargine,Delhi,Delhi ,FedEx,0,2025-08-07 00:00:00,2025-08-07 17:00:00
SHP-96049,Amoxicillin,Chennai,Bangalore,BlueDart,0,2025-09-01 00:00:00,2025-09-01 23:00:00
SHP-48453,Humira (Adalimumab),Chennai,Delhi,DHL,0,2025-06-17 00:00:00,2025-06-19 11:00:00
SHP-33696,Insulin Glargine,Delhi,Bangalore ,Delhivery,0,2025-12-12 00:00:00,2025-12-13 18:00:00
SHP-80902,COVID-19 mRNA Vaccine,Mumbai,Bangalore ,Delhivery,0,2025-06-06 00:00:00,2025-06-08 08:00:00
SHP-35639,Insulin Glargine,Delhi,Bangalore,DHL,0,2025-03-04 00:00:00,2025-03-06 21:00:00
SHP-30752,COVID-19 mRNA Vaccine,Delhi,Mumbai,,0,16/04/2025 00:00,2025-04-16 22:00:00
SHP-20663,Humira (Adalimumab),Delhi,Chennai,Delhivery,0,2025-10-19 00:00:00,2025-10-20 11:00:00
SHP-13681,Amoxicillin,Mumbai,Delhi,FedEx,0,29/10/2025 00:00,2025-10-30 02:00:00
SHP-67910,Insulin Glargine,Hyderabad,chennai,FedEx,0,2025-02-23 00:00:00,2025-02-23 21:00:00
SHP-55076,Amoxicillin,Hyderabad,Hyderabad ,FedEx,0,2025-09-02 00:00:00,2025-09-04 03:00:00
SHP-63165,Insulin Glargine,Chennai,Delhi,DHL,0,2025-08-28 00:00:00,2025-08-30 20:00:00
SHP-94512,COVID-19 mRNA Vaccine,Chennai,Chennai,Delhivery,0,2025-11-28 00:00:00,2025-11-30 07:00:00
SHP-45366,Amoxicillin,Mumbai,Chennai,Delhivery,0,2025-08-17 00:00:00,2025-08-19 05:00:00
SHP-68912,Insulin Glargine,Bangalore,Hyderabad,Delhivery,0,18/07/2025 00:00,2025-07-18 20:00:00
SHP-30344,COVID-19 mRNA Vaccine,Hyderabad,Bangalore ,BlueDart,0,26/06/2025 00:00,2025-06-27 13:00:00
SHP-59119,Amoxicillin,Chennai,Delhi,BlueDart,0,2025-10-19 00:00:00,2025-10-20 22:00:00
SHP-48291,Amoxicillin,Hyderabad,Delhi,Shadowfax,0,2025-05-11 00:00:00,2025-05-12 07:00:00
SHP-30916,Insulin Glargine,Mumbai,hyderabad,BlueDart,1,01/01/2025 00:00,2025-01-03 17:00:00
SHP-69963,Insulin Glargine,Mumbai,Bangalore,FedEx,0,30/08/2025 00:00,2025-09-01 01:00:00
SHP-81384,Insulin Glargine,Bangalore,Delhi,FedEx,0,2025-12-26 00:00:00,2025-12-27 23:00:00
SHP-14449,COVID-19 mRNA Vaccine,Bangalore,Delhi ,FedEx,0,2025-10-22 00:00:00,2025-10-24 15:00:00
SHP-61155,Insulin Glargine,Mumbai,Delhi,FedEx,0,2025-05-14 00:00:00,2025-05-15 19:00:00
SHP-67391,Amoxicillin,Chennai,Bangalore,Shadowfax,0,2025-02-17 00:00:00,2025-02-18 14:00:00
SHP-69347,Amoxicillin,Hyderabad,Hyderabad,FedEx,0,2025-07-14 00:00:00,2025-07-14 17:00:00
SHP-75293,Insulin Glargine,Delhi,Delhi,DHL,0,2025-09-15 00:00:00,2025-09-15 21:00:00
SHP-24590,Insulin Glargine,Bangalore,Chennai,DHL,0,2025-12-24 00:00:00,2025-12-26 03:00:00
SHP-39407,Humira (Adalimumab),Delhi,Bangalore,DHL,0,2025-02-16 00:00:00,2025-02-18 18:00:00
SHP-25285,Amoxicillin,Chennai,Mumbai,BlueDart,0,2025-02-22 00:00:00,2025-02-24 12:00:00
SHP-98420,COVID-19 mRNA Vaccine,Bangalore,Hyderabad,Delhivery,0,2025-10-26 00:00:00,2025-10-28 13:00:00
